name_customer,cust_number,invoice_id,total_open_amount,due_in_date,clear_date,Notes
RA llc,200704045,1930796883,74540,01-05-2020,30-04-2020,abhinav
WAL-MAR corp,200769623,1930885667,28408.17,26-05-2020,30-05-2020,abhinav
GROC associates,200915438,1930730875,11036.6,19-04-2020,15-04-2020,abhinav
SMART &  trust,200707741,1930798365,115471.13,03-05-2020,06-05-2020,abhinav
C&S WH trust,200762301,1930584762,35350.92,17-03-2020,16-03-2020,abhinav
W H corporation,200386051,1930752909,71190.96,27-04-2020,23-04-2020,abhinav
M llc,200793830,1930713655,83031.47,12-04-2020,12-04-2020,abhinav
WAL-MAR llc,200769623,1930655108,1322.22,31-03-2020,28-03-2020,abhinav
ASSOCIAT llc,200772670,1930778726,29411.84,27-04-2020,23-04-2020,abhinav
TARG corp,200744019,1930843541,12500.26,17-05-2020,27-05-2020,abhinav
WAL-MAR ,200769623,1930581260,9827,15-03-2020,13-03-2020,abhinav
US  associates,200797452,1930759761,17602.56,28-04-2020,30-04-2020,abhinav
WAL-MAR trust,200769623,1930652938,7585.8,30-03-2020,28-03-2020,abhinav
AM systems,200418007,1930722924,973,19-04-2020,21-04-2020,abhinav
WINC associates,200706844,1930723243,49238.98,16-04-2020,16-04-2020,abhinav
SA corp,200759878,1930575533,29965.66,13-03-2020,11-03-2020,abhinav
OK corporation,200739534,1930845055,20501.37,17-05-2020,18-05-2020,abhinav
PUBLI systems,200707822,1930699739,73139.61,09-04-2020,06-04-2020,abhinav
SMITH'S us,200466603,1930862243,563.24,21-05-2020,21-05-2020,abhinav
COST co,200794332,1930576134,61750.26,15-03-2020,13-03-2020,abhinav
WAL-MAR co,200769623,1930797235,1898.9,02-05-2020,28-04-2020,abhinav
ASSOCIAT llc,200772670,1930653015,35747.44,29-03-2020,31-03-2020,abhinav
US  trust,200357714,1930647468,25072.31,07-04-2020,08-04-2020,abhinav
WAL-MAR systems,200769623,1930765086,16752.64,24-04-2020,22-04-2020,abhinav
MBM  associates,200754278,1930810638,5803.05,09-05-2020,05-05-2020,abhinav
TARG associates,200744019,1930708449,29904.07,11-04-2020,11-04-2020,abhinav
PUBLI systems,200707822,1930637985,82027.57,28-03-2020,29-03-2020,abhinav
WINC corp,200706844,1930597577,73704.38,20-03-2020,21-03-2020,abhinav
WAL-MAR us,200769623,1930651191,5126.33,29-03-2020,26-03-2020,abhinav
SO corp,140104440,2960618414,20723.35,15-03-2020,25-03-2020,abhinav
KRAFT F in,CCU013,1930635088,20895.25,14-03-2020,16-03-2020,abhinav
PUBLI corp,200707822,1930710827,122585.89,11-04-2020,12-04-2020,abhinav
DOLLAR trust,100001196,1930809128,13234.01,08-05-2020,08-05-2020,abhinav
WINC us,200706844,1930737847,7748.54,19-04-2020,21-04-2020,abhinav
HOMET llc,100057148,1930859847,93042.82,14-05-2020,15-05-2020,abhinav
AM in,200418007,1930802816,2731.6,07-05-2020,08-05-2020,abhinav
MCL us,200799367,1930819069,72097.6,09-05-2020,09-05-2020,abhinav
WAL-MAR llc,200769623,1930778641,1322.22,27-04-2020,24-04-2020,abhinav
DECA trust,200353024,1930763189,14727.71,11-04-2020,13-04-2020,abhinav
WAL-MAR ,200769623,1930878494,9093.72,26-05-2020,26-05-2020,abhinav
KROGER corporation,200748108,1930714965,66583.5,12-04-2020,12-04-2020,abhinav
RA trust,200704045,1930738292,19436.3,18-04-2020,19-04-2020,abhinav
TARG ,200744019,1930750234,2865.42,20-04-2020,19-04-2020,abhinav
BJ'S  in,200726979,1930676761,9222.81,06-04-2020,07-04-2020,abhinav
WAL-M in,140106408,2960622899,24819.31,04-04-2020,09-04-2020,abhinav
TARG co,200744019,1930793582,730.04,03-05-2020,14-05-2020,abhinav
TARG co,200744019,1930667262,19118.64,03-04-2020,24-03-2020,abhinav
WAL-MAR trust,200769623,1930621876,57318.64,23-03-2020,24-03-2020,abhinav
EWT-EU systems,100031686,1991840733,7970.2,12-04-2020,21-04-2020,abhinav
C&S WH corporation,200762301,1930605656,1535.38,10-05-2020,17-04-2020,abhinav
WAL-MAR associates,200769623,1930762766,2424.2,24-04-2020,23-04-2020,abhinav
QUI associates,200742791,1930772523,4030.15,14-06-2020,15-05-2020,abhinav
MID MO corp,200723794,1930748531,87539.63,20-04-2020,19-04-2020,abhinav
J & J  llc,200382900,1930700012,147124.42,09-04-2020,08-04-2020,abhinav
DOT associates,200705742,1930833757,22142.68,01-06-2020,28-05-2020,abhinav
SAVE-ON- systems,140104225,2960619595,72450.68,26-03-2020,02-04-2020,abhinav
WAL-MAR corporation,200769623,1930750614,1898.2,20-04-2020,16-04-2020,abhinav
OK llc,200739534,1930768154,45165.01,24-04-2020,23-04-2020,abhinav
SA systems,200759878,1930793518,39170.13,02-05-2020,02-05-2020,abhinav
C&S WH systems,200762301,1930856226,22234.2,20-05-2020,16-05-2020,abhinav
SA corporation,200759878,1930676437,137142.02,05-05-2020,05-05-2020,abhinav
KRAFT F co,CCU013,1930656010,58369.56,17-03-2020,16-03-2020,abhinav
ARMY us,200754118,1930861287,193.9,16-04-2020,15-04-2020,abhinav
WAL-MAR systems,200769623,1930576455,14954.08,14-03-2020,13-03-2020,abhinav
WAL-MAR corporation,200769623,1930611466,14220.74,23-03-2020,21-03-2020,abhinav
GO ,200721222,1930825693,11817.02,12-05-2020,10-05-2020,abhinav
BUY- foundation,140104285,2960631295,80395.04,23-05-2020,25-05-2020,abhinav
TARG co,200744019,1930806448,67810,05-05-2020,04-05-2020,abhinav
C corporation,200778870,1930705481,16004.52,10-04-2020,09-04-2020,abhinav
OK llc,200739534,1930847248,36361.34,15-05-2020,12-05-2020,abhinav
ASSOCIAT systems,200772670,1930783715,60117.29,29-04-2020,26-04-2020,abhinav
TARG associates,200744019,1930747210,16016.94,19-04-2020,23-04-2020,abhinav
AL co,200739006,1930772285,7561.08,30-04-2020,28-04-2020,abhinav
WAL-MAR foundation,200769623,1930611624,67792.72,22-03-2020,20-03-2020,abhinav
SUPE us,200936373,1930653862,3736.1,01-04-2020,27-03-2020,abhinav
WAL-MAR in,200769623,1930691880,34813.61,08-04-2020,06-04-2020,abhinav
METRO  llc,140104423,2960618000,89713.99,13-03-2020,13-03-2020,abhinav
AM associates,200418007,1930796349,18748.8,02-05-2020,04-05-2020,abhinav
DECA corp,200592182,1930706604,25254.87,26-03-2020,27-03-2020,abhinav
WAL-MAR co,200769623,1930804082,30317.88,05-05-2020,03-05-2020,abhinav
H E BUT associates,200761734,1930829761,39725.71,12-05-2020,12-05-2020,abhinav
WAL-MAR llc,200769623,1930609415,3411.12,26-03-2020,23-03-2020,abhinav
C&S WH in,200762301,1930846483,105163.74,17-05-2020,14-05-2020,abhinav
WAL-MAR in,200769623,1930803007,43225.71,05-05-2020,02-05-2020,abhinav
AM in,200418007,1930830772,11671.6,14-05-2020,15-05-2020,abhinav
BJ'S  systems,200726979,1930611451,194.78,21-03-2020,18-03-2020,abhinav
SA co,200759878,1930725427,12150.94,17-04-2020,15-04-2020,abhinav
WAL-MAR ,200769623,1930684878,10348.92,06-04-2020,06-04-2020,abhinav
WAL-MAR corporation,200769623,1930761092,16398.72,22-04-2020,18-04-2020,abhinav
FEDER foundation,140104240,2960628730,90240.62,03-05-2020,05-05-2020,abhinav
TARG ,200744019,1930793581,17697.39,03-05-2020,05-05-2020,abhinav
WAL-MAR llc,200769623,1930732406,4747.91,18-04-2020,14-04-2020,abhinav
WAL-MAR corporation,200769623,1930774958,17294.89,26-04-2020,28-04-2020,abhinav
KROGE associates,200776463,1930862960,43069.77,21-05-2020,21-05-2020,abhinav
WAL-MAR trust,200769623,1930577683,5716.79,16-03-2020,20-03-2020,abhinav
DELHAIZE llc,100031704,1930792348,81843.37,30-04-2020,05-05-2020,abhinav
WAL-MAR corp,200769623,1930716851,9908.48,14-04-2020,13-04-2020,abhinav
TARG corp,200744019,1930646593,18365.21,29-03-2020,06-04-2020,abhinav
WAL-MAR systems,200769623,1930802048,49058.07,05-05-2020,05-05-2020,abhinav
SAFEW ,200772595,1930833482,44264.16,15-05-2020,11-05-2020,abhinav
DEC in,200803720,1930820309,12674.78,26-04-2020,26-04-2020,abhinav
BJ'S  corp,200726979,1930688760,1697.65,07-04-2020,06-04-2020,abhinav
ASSOCIAT trust,200772670,1930727065,536.67,16-04-2020,19-04-2020,abhinav
WAL-MAR us,200769623,1930716476,27293.16,13-04-2020,11-04-2020,abhinav
SA llc,200759878,1930689409,30629.43,08-04-2020,12-04-2020,abhinav
MAINES foundation,200516657,1930665138,5404.45,09-04-2020,08-04-2020,abhinav
ASSOCIA llc,200735528,1930803560,40507,07-05-2020,08-05-2020,abhinav
H E BUT corporation,200761734,1930823045,42100.34,09-05-2020,09-05-2020,abhinav
BJ'S  corporation,200726979,1930629474,360.3,24-03-2020,24-03-2020,abhinav
WAL-MAR foundation,200769623,1930779131,14176.68,27-04-2020,27-04-2020,abhinav
WAL-MAR foundation,200769623,1930884367,19496.88,26-05-2020,01-06-2020,abhinav
WAL-MAR in,200769623,1930731562,19784.74,17-04-2020,26-04-2020,abhinav
DOT corp,200705742,1930699672,52204.97,09-04-2020,09-04-2020,abhinav
DECA corporation,200230690,1930739558,2356.41,08-04-2020,06-04-2020,abhinav
C&S WH trust,200762301,1930858080,109554.7,21-05-2020,21-05-2020,abhinav
WAL-MAR corporation,200769623,1930885524,24046.18,26-05-2020,25-05-2020,abhinav
ALBERT trust,200881076,1930585511,125865.28,16-03-2020,16-03-2020,abhinav
DEC in,200416837,1930753179,16254.5,24-04-2020,24-04-2020,abhinav
PUBLI us,200707822,1930630689,96103.56,25-03-2020,25-03-2020,abhinav
NASH  us,200777735,1930828832,13655.89,12-05-2020,10-05-2020,abhinav
WINC in,200706844,1930566345,10341.28,13-03-2020,14-03-2020,abhinav
WAL-MAR corp,200769623,1930637768,40729.73,27-03-2020,04-04-2020,abhinav
WAL-MAR ,200769623,1930610096,14303.37,23-03-2020,24-03-2020,abhinav
WAL-MAR llc,200769623,1930882665,13763.9,26-05-2020,01-06-2020,abhinav
SPAR trust,200712187,1930675986,96529.73,04-04-2020,03-04-2020,abhinav
AL trust,200739006,1930566346,21300,13-03-2020,14-03-2020,abhinav
WAL-MAR systems,200769623,1930776933,91.93,27-04-2020,22-04-2020,abhinav
WAL-MAR ,200769623,1930796394,355.93,03-05-2020,29-04-2020,abhinav
WAL-MAR systems,200769623,1930801060,16745.65,05-05-2020,04-05-2020,abhinav
SAVE M corp,200775094,1930846983,87326.03,16-05-2020,06-05-2020,abhinav
SA llc,200759878,1930830695,47455.97,14-05-2020,14-05-2020,abhinav
WAL-MAR us,200769623,1930683312,17515.8,05-04-2020,04-04-2020,abhinav
SING corp,100050364,1930692811,23117.11,09-04-2020,08-04-2020,abhinav
US  associates,200789077,1930780059,10294.65,28-04-2020,28-04-2020,abhinav
MITCH foundation,200799342,1930818578,59112.08,08-05-2020,10-05-2020,abhinav
WAL-MAR corporation,200769623,1930833037,2148.74,15-05-2020,24-05-2020,abhinav
PUBLI systems,200707822,1930653664,25689.32,30-03-2020,30-03-2020,abhinav
DEC foundation,200416837,1930812828,11400.65,09-05-2020,05-05-2020,abhinav
METRO  llc,140104423,2960623820,17712.61,05-04-2020,10-04-2020,abhinav
C associates,200778870,1930804929,8340.11,12-05-2020,11-05-2020,abhinav
JET llc,200152991,1930787659,18849.39,30-04-2020,30-04-2020,abhinav
COST associates,200794332,1930860199,19853.85,22-05-2020,27-05-2020,abhinav
WAL-M llc,140106408,2960632329,27648.11,12-05-2020,16-05-2020,abhinav
WAL-MAR llc,200769623,1930581146,1017.98,14-03-2020,18-03-2020,abhinav
PAPA JO co,100043936,1930877153,17232.81,17-05-2020,13-05-2020,abhinav
WAL-MAR co,200769623,1930584005,66936.2,16-03-2020,16-03-2020,abhinav
WAL-MAR corporation,200769623,1930731032,1329.23,17-04-2020,13-04-2020,abhinav
WAL-MAR us,200769623,1930577911,68963.57,13-03-2020,13-03-2020,abhinav
KRAFT F llc,CCU013,1930703389,25356.38,28-03-2020,28-03-2020,abhinav
MEIJ llc,200780383,1930837515,42574.45,14-05-2020,23-05-2020,abhinav
NASH  foundation,200777735,1930756603,128280.23,21-04-2020,22-04-2020,abhinav
DELHAIZE us,100031704,1930673162,2944.05,09-04-2020,03-04-2020,abhinav
WAL-MAR systems,200769623,1930814608,87.21,09-05-2020,18-05-2020,abhinav
WAL-MAR corp,200769623,1930621220,14299.62,24-03-2020,26-03-2020,abhinav
WAL-MAR co,200769623,1930862819,36985.52,22-05-2020,23-05-2020,abhinav
WAL-MAR corporation,200769623,1930855139,3403.8,21-05-2020,17-05-2020,abhinav
WAL-MAR associates,200769623,1930805271,33492.15,05-05-2020,06-05-2020,abhinav
C&S WH in,200762301,1930838737,2073.58,15-05-2020,07-06-2020,abhinav
WAL-MAR in,200769623,1930772087,41784.53,25-04-2020,26-04-2020,abhinav
SA llc,200759878,1930788318,29630.99,30-04-2020,03-05-2020,abhinav
BJ'S  co,200726979,1930690210,742.62,07-04-2020,15-04-2020,abhinav
WAL-MAR in,200769623,1930755074,1898.9,22-04-2020,18-04-2020,abhinav
WAL-MAR co,200769623,1930855656,11270.84,19-05-2020,18-05-2020,abhinav
C&S WH associates,200762301,1930758796,26882.48,23-04-2020,25-04-2020,abhinav
ASSOCIAT us,200772670,1930620814,9767.19,22-03-2020,31-03-2020,abhinav
WAL-MAR corp,200769623,1930661907,8865.7,02-04-2020,02-04-2020,abhinav
SA corporation,200759878,1930857185,26121.36,20-05-2020,18-05-2020,abhinav
AM foundation,200418007,1930660835,6128.85,02-04-2020,24-03-2020,abhinav
WAL-MAR systems,200769623,1930828700,22570.88,11-05-2020,11-05-2020,abhinav
WAL-MAR us,200769623,1930719742,44565.06,14-04-2020,13-04-2020,abhinav
WAL-MAR corporation,200769623,1930848274,623.68,17-05-2020,16-05-2020,abhinav
RITE corp,200781831,1930729328,41116.37,15-04-2020,14-04-2020,abhinav
SOUTHE ,200687594,1930867258,7864,21-05-2020,08-05-2020,abhinav
BJ'S  foundation,200726979,1930752823,242.09,20-04-2020,19-04-2020,abhinav
BI corp,100015557,1930832199,1811.37,13-05-2020,13-05-2020,abhinav
SA us,200759878,1930777155,7713.07,27-04-2020,04-05-2020,abhinav
PUBLI us,200707822,1930727479,47611.03,15-04-2020,13-04-2020,abhinav
COST associates,200794332,1930570091,15220.82,13-03-2020,12-03-2020,abhinav
SA corp,200759878,1930839766,13976.96,18-05-2020,20-05-2020,abhinav
SYSC in,200331749,1930832218,21330.39,14-05-2020,16-05-2020,abhinav
SA ,200759878,1930649241,36094.48,30-03-2020,30-03-2020,abhinav
DEC co,200803720,1930773260,59.16,24-04-2020,24-04-2020,abhinav
WAL-MAR ,200769623,1930586308,17002.65,17-03-2020,26-03-2020,abhinav
BJ'S  trust,200726979,1930655647,360.5,31-03-2020,31-03-2020,abhinav
WAL-MAR foundation,200769623,1930727189,4659.91,16-04-2020,15-04-2020,abhinav
DOT in,200705742,1930850094,16008.17,21-05-2020,20-05-2020,abhinav
SA corporation,200729942,1930688097,7045.98,07-04-2020,11-04-2020,abhinav
SUPE co,200793568,1930594885,514.56,08-05-2020,04-05-2020,abhinav
KROGER us,200748108,1930690033,44285.72,08-04-2020,04-04-2020,abhinav
WAL-MAR co,200769623,1930875913,867.75,23-05-2020,22-05-2020,abhinav
C&S WH corp,200762301,1930828634,10444.3,12-05-2020,15-05-2020,abhinav
M trust,200793830,1930682670,135709.54,07-04-2020,07-04-2020,abhinav
WEGMAN foundation,200711029,1930818698,3488.53,08-05-2020,05-05-2020,abhinav
WAL-MAR in,200769623,1930580896,1898.9,16-03-2020,12-03-2020,abhinav
SMITH'S associates,200466603,1930584561,148326.25,16-03-2020,15-03-2020,abhinav
SO foundation,140104440,2960626947,53871.74,18-04-2020,24-04-2020,abhinav
TARG corp,200744019,1930717024,53904.2,15-04-2020,13-04-2020,abhinav
MEIJ in,200780383,1930843282,30839.56,15-05-2020,17-05-2020,abhinav
WAL-MAR in,200769623,1930686618,44990.72,08-04-2020,07-04-2020,abhinav
COST llc,200794332,1930766594,8898.37,24-04-2020,24-04-2020,abhinav
TARG systems,200744019,1930844735,36647.96,16-05-2020,15-05-2020,abhinav
WAKE systems,200704858,1930830013,89382.93,13-05-2020,15-05-2020,abhinav
LOB associates,140104409,2960623511,113728.01,05-04-2020,16-04-2020,abhinav
WAL-MAR trust,200769623,1930801637,66964.26,06-05-2020,07-05-2020,abhinav
WAL-MAR associates,200769623,1930581177,15054.87,16-03-2020,16-03-2020,abhinav
WAL-MAR corporation,200769623,1930794226,30.64,02-05-2020,13-05-2020,abhinav
WAL-MAR foundation,200769623,1930892042,661.11,27-05-2020,24-05-2020,abhinav
C&S WH co,200762301,1930706699,35046.09,11-04-2020,12-04-2020,abhinav
BJ'S  systems,200726979,1930774457,91.15,24-04-2020,23-04-2020,abhinav
DECA us,200353024,1930761182,5805.44,11-04-2020,09-04-2020,abhinav
WAL-MAR ,200769623,1930647147,12375.63,28-03-2020,05-04-2020,abhinav
WAL-MAR systems,200769623,1930752804,16955.56,22-04-2020,26-04-2020,abhinav
C&S WH corp,200762301,1930856078,7973.55,22-05-2020,24-05-2020,abhinav
FLANAG associates,140104392,2960632989,8004.39,18-05-2020,18-05-2020,abhinav
PUBLI ,200707822,1930673242,23367.22,05-04-2020,04-04-2020,abhinav
AM associates,200418007,1930785234,57680.99,30-04-2020,04-05-2020,abhinav
MCL in,200799367,1930781860,35163,01-05-2020,03-05-2020,abhinav
WAL-MAR co,200769623,1930848679,37038.9,17-05-2020,16-05-2020,abhinav
MRS GR foundation,200861551,1930817258,14210.96,08-05-2020,26-05-2020,abhinav
WAL-MAR in,200769623,1930882832,5250.99,26-05-2020,27-05-2020,abhinav
WAL-MAR co,200769623,1930823815,54913.59,10-05-2020,08-05-2020,abhinav
AM llc,200418007,1930833799,10604.16,04-07-2020,02-07-2020,abhinav
DOT in,200705742,1930858275,6473.74,08-06-2020,05-07-2020,abhinav
COST us,200794332,1930671192,19600.65,04-04-2020,31-03-2020,abhinav
C&S WH trust,200762301,1930659948,65776.56,01-04-2020,01-04-2020,abhinav
BJ'S  us,200726979,1930589574,32796.6,19-03-2020,19-03-2020,abhinav
WAL-MAR corp,200769623,1930624010,56258.75,25-03-2020,24-03-2020,abhinav
WAL-MAR corporation,200769623,1930672107,57528.69,07-04-2020,06-04-2020,abhinav
POST  co,200439158,1930688415,33942,07-04-2020,10-04-2020,abhinav
COLDST us,100031628,2960632291,12684.96,23-05-2020,27-05-2020,abhinav
ASSOCIAT in,200772670,1930686522,64247.56,06-04-2020,03-04-2020,abhinav
WAL-MAR co,200769623,1930831502,5563.23,13-05-2020,15-05-2020,abhinav
DOLLA trust,200148860,1930594688,80045.2,20-03-2020,21-03-2020,abhinav
C&S WH llc,200762301,1930709813,1840.63,11-04-2020,12-04-2020,abhinav
CO associates,200561861,1930581474,27787.1,14-03-2020,13-03-2020,abhinav
BJ'S  llc,200726979,1930828953,91.15,10-05-2020,09-05-2020,abhinav
DEC trust,200020431,1930818179,21451.36,26-04-2020,27-04-2020,abhinav
KRAFT F co,CCU013,1930564805,5151.01,28-02-2020,03-02-2020,abhinav
C&S WH trust,200762301,1930793442,5255.45,02-05-2020,24-04-2020,abhinav
SA llc,200759878,1930691250,36728.9,10-04-2020,05-04-2020,abhinav
COLDST co,100031628,2960620722,9686.16,03-04-2020,03-04-2020,abhinav
SA corporation,200759878,1930611420,2127.6,10-05-2020,08-05-2020,abhinav
KROGER ,200748108,1930740515,7803.86,18-04-2020,30-03-2020,abhinav
DEC us,200416837,1930698499,9141.31,26-03-2020,27-03-2020,abhinav
A & W F ,140104229,2960630573,4612.95,07-05-2020,15-06-2020,abhinav
WAL-MAR systems,200769623,1930633789,52233.03,25-03-2020,27-03-2020,abhinav
DEC corporation,200020431,1930840019,21867.58,11-04-2020,11-04-2020,abhinav
DECA ,200353024,1930870734,807.74,24-05-2020,24-05-2020,abhinav
WAL-MAR systems,200769623,1930756456,7128.89,22-04-2020,24-04-2020,abhinav
COST corporation,200794332,1930686093,9086.04,07-04-2020,04-04-2020,abhinav
COST us,200794332,1930637791,8793.09,27-03-2020,23-03-2020,abhinav
DEC trust,200416837,1930812634,434.28,09-05-2020,08-05-2020,abhinav
BI llc,100015557,1930839219,1949.06,03-07-2020,03-07-2020,abhinav
WAL-MAR us,200769623,1930800765,774.93,07-05-2020,07-05-2020,abhinav
DOLLA co,200148860,1930777948,15367.37,27-04-2020,24-04-2020,abhinav
DOT us,200705742,1930667129,56318.08,02-04-2020,01-04-2020,abhinav
THE  llc,140106181,2960629409,147063.6,30-04-2020,30-04-2020,abhinav
SMITH'S us,200466603,1930575788,16931.43,15-03-2020,18-03-2020,abhinav
WOODM foundation,200720238,1930594348,103942.95,19-03-2020,22-03-2020,abhinav
AM foundation,200418007,1930753556,5994.67,24-04-2020,29-04-2020,abhinav
WAL-MAR trust,200769623,1930751049,14197.44,22-04-2020,24-04-2020,abhinav
ASSOCIAT associates,200772670,1930732337,23909.41,16-04-2020,21-04-2020,abhinav
WAL-MAR foundation,200769623,1930685668,13745.59,09-04-2020,07-05-2020,abhinav
WAL-MAR ,200769623,1930691635,30554.73,08-04-2020,21-04-2020,abhinav
ALBERT us,200881076,1930782592,26942.78,29-04-2020,29-04-2020,abhinav
WAL-MAR trust,200769623,1930798358,5384.23,05-05-2020,02-05-2020,abhinav
DELHAIZE ,100031704,1930673224,67192.77,05-04-2020,02-04-2020,abhinav
WAL-MAR ,200769623,1930732414,31591.96,16-04-2020,20-04-2020,abhinav
ALBERT associates,200881076,1930645369,8498.18,27-03-2020,25-03-2020,abhinav
SA systems,200759878,1930624968,40765.55,25-03-2020,25-03-2020,abhinav
KROGER in,200729290,1930584194,42358.04,16-03-2020,18-03-2020,abhinav
METRO  foundation,140104423,2960626819,75443.37,19-04-2020,25-04-2020,abhinav
LOB associates,140104409,2960624621,63406,15-04-2020,22-04-2020,abhinav
WAL-MAR co,200769623,1930686284,2321.7,07-04-2020,03-04-2020,abhinav
WAL-MAR corporation,200769623,1930741006,24079.25,20-04-2020,21-04-2020,abhinav
ASSOCIAT trust,200772670,1930690124,1496.94,07-04-2020,07-04-2020,abhinav
WAL-MAR llc,200769623,1930752282,458.36,21-04-2020,19-04-2020,abhinav
EB llc,200775660,1930844834,54983.59,16-05-2020,12-05-2020,abhinav
RESTA trust,200974851,1930813171,6252.1,07-05-2020,06-05-2020,abhinav
MDV/ systems,200792734,1930785384,4642.7,29-04-2020,28-04-2020,abhinav
SOUTHE us,200701040,1930570381,14811.96,17-03-2020,17-03-2020,abhinav
COST foundation,200794332,1930783312,5974.25,29-04-2020,29-04-2020,abhinav
MAINES in,200516657,1930571154,11509.36,18-03-2020,19-03-2020,abhinav
G T  llc,140106372,2960629284,41343.6,01-05-2020,12-05-2020,abhinav
WAL-MAR corporation,200769623,1930761627,14204.85,24-04-2020,25-04-2020,abhinav
DOLLA llc,200148860,1930731718,52627.6,16-04-2020,16-04-2020,abhinav
SUPE co,200793568,1930666301,94650.04,02-04-2020,05-04-2020,abhinav
WAL-MAR ,200769623,1930617116,5867.22,22-03-2020,24-03-2020,abhinav
HAR us,200762950,1930814366,136505.77,09-05-2020,10-05-2020,abhinav
MDV/ corporation,200792734,1930769163,5079.72,24-04-2020,20-04-2020,abhinav
WAL-MAR corp,200769623,1930676032,132.23,05-04-2020,06-04-2020,abhinav
JETR corp,200705089,1930628328,23626.44,25-03-2020,26-03-2020,abhinav
SAFEW co,200772595,1930848707,93899.19,18-05-2020,18-05-2020,abhinav
PUBLI corporation,200707822,1930707365,88091.85,13-04-2020,15-04-2020,abhinav
SA us,200729942,1930768912,12256.2,29-04-2020,27-04-2020,abhinav
BE trust,200806580,1930825975,3891.92,15-05-2020,10-05-2020,abhinav
SAVE-ON- in,140104225,2960621949,109835.74,29-03-2020,06-04-2020,abhinav
BJ'S  foundation,200726979,1930764007,609.88,23-04-2020,25-05-2020,abhinav
LIDL trust,100047527,1930781520,15986.89,27-04-2020,26-04-2020,abhinav
BJ'S  co,200726979,1930843387,220.01,16-05-2020,16-05-2020,abhinav
ALBERT in,200920735,1930797517,57421.04,02-05-2020,09-05-2020,abhinav
WEIS in,200771157,1930763497,337.07,23-04-2020,22-04-2020,abhinav
MDV/ co,200792734,1930592799,73209.62,18-03-2020,15-03-2020,abhinav
WAL-MAR associates,200769623,1930884918,10409.76,26-05-2020,26-05-2020,abhinav
KRAFT  corporation,CCU001,2960622191,26531.88,29-04-2020,05-05-2020,abhinav
DOLLA llc,200148860,1930778157,95179.55,30-04-2020,01-05-2020,abhinav
RESTA us,200974851,1930811889,2053.31,07-05-2020,02-05-2020,abhinav
DEC trust,200416837,1930672408,3281,08-04-2020,18-04-2020,abhinav
DECA systems,200002965,1930739554,5447.72,24-04-2020,21-04-2020,abhinav
ALBERT ,200407025,1930724625,21833.1,17-04-2020,17-04-2020,abhinav
ASSOCIAT co,200772670,1930708455,52201.95,10-04-2020,12-04-2020,abhinav
WAL-MAR systems,200769623,1930813981,56076.76,07-05-2020,05-05-2020,abhinav
WAL-MAR in,200769623,1930822096,3797.1,09-05-2020,05-05-2020,abhinav
WAL-MAR associates,200769623,1930830781,39151.91,15-05-2020,16-05-2020,abhinav
SUPERB llc,200132251,1930813594,11359.16,09-05-2020,05-05-2020,abhinav
DEC ,200803720,1930699603,292.44,08-04-2020,03-04-2020,abhinav
TARG trust,200744019,1930821608,2277.6,09-05-2020,06-05-2020,abhinav
DEC in,200416837,1930841830,23107.09,11-04-2020,09-04-2020,abhinav
DELHAIZE systems,100031704,1930802845,104322.3,05-05-2020,08-05-2020,abhinav
U R M  ,200773364,1930585251,6576.71,18-03-2020,17-03-2020,abhinav
WAL-MAR llc,200769623,1930664988,513.49,02-04-2020,26-03-2020,abhinav
SAFEW corporation,200772595,1930752967,77243.36,23-04-2020,21-04-2020,abhinav
COSTCO in,140104429,2960630985,2751.73,11-05-2020,23-05-2020,abhinav
BJ'S  in,200726979,1930601193,796.38,20-03-2020,20-03-2020,abhinav
KROGER co,200875006,1930850745,51653.94,17-05-2020,18-05-2020,abhinav
WAL-MAR us,200769623,1930746953,15962.66,20-04-2020,20-04-2020,abhinav
SOB llc,140104249,2960617323,6140.37,14-03-2020,18-03-2020,abhinav
WAL-MAR in,200769623,1930611713,3891.5,24-03-2020,19-03-2020,abhinav
COST co,200794332,1930672205,7375.26,04-04-2020,04-04-2020,abhinav
WAL-MAR co,200769623,1930796702,426.66,02-05-2020,29-04-2020,abhinav
WAL-MAR corp,200769623,1930761069,423.47,24-04-2020,21-04-2020,abhinav
WAL-MAR in,200769623,1930729651,61.29,16-04-2020,17-04-2020,abhinav
SMITH'S trust,200820380,1930714999,34817.48,13-04-2020,12-04-2020,abhinav
SUPER  corp,200749225,1930798012,23997.77,03-05-2020,02-05-2020,abhinav
SA corp,200759878,1930856224,31039.93,21-05-2020,24-05-2020,abhinav
SMART &  us,200707741,1930877163,44318.05,22-05-2020,19-05-2020,abhinav
BUY- corp,140104285,2960621334,23351.69,04-04-2020,22-05-2020,abhinav
C&S WH llc,200762301,1930796945,61003.78,02-05-2020,06-05-2020,abhinav
UNITE systems,200696090,1930607695,8123.58,23-03-2020,24-03-2020,abhinav
SA corporation,200759878,1930827148,40292.9,11-05-2020,11-05-2020,abhinav
BJ'S  us,200726979,1930789513,165.9,30-04-2020,30-04-2020,abhinav
C&S WH us,200762301,1930834522,2582.81,14-05-2020,29-04-2020,abhinav
KROG ,200749782,1930775534,140476.76,26-04-2020,25-04-2020,abhinav
WAL-MAR corp,200769623,1930747343,9288.09,21-04-2020,22-04-2020,abhinav
NU ,200129450,1930724980,85430.52,01-05-2020,30-04-2020,abhinav
